12,1000,20,3,30000,0,0,0,0,3
12,1000,20,3,30000,0,0,0,0,3
12,1000,20,3,30000,0,0,0,0,4
12,1000,20,3,30000,0,0,0,0,3
12,1000,20,3,30000,0,0,0,0,-1,4,10756,3,1204
6,1000,20,3,30000,0,0,0,0,4
6,1000,20,3,30000,0,0,0,0,4
8,1000,20,3,30000,0,0,0,0,3
3,1000,20,3,30000,0,0,0,0,0,0,-1,-1,1030,1,1000,3,930
3,1000,20,3,30000,0,0,0,0,0,0,-1,4,1550,3,759,-1,651
3,1000,20,3,30000,0,0,0,0,0,0,3
3,1000,20,3,30000,0,0,0,0,0,0,3
3,1000,20,3,30000,0,0,0,0,0,0,3
3,1000,20,3,30000,0,0,0,0,0,0,-1
3,1000,20,3,30000,0,0,0,0,0,0,-1
3,1000,20,3,30000,0,0,0,0,0,0,-1
3,1000,20,3,30000,0,0,0,0,0,0,3
3,1000,20,3,30000,0,0,0,0,0,0,-1
3,1000,20,3,30000,0,0,0,0,0,0,-1
3,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
4,1000,20,3,30000,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,-1
6,1000,20,3,30000,0,0,0,0,0,0,-1
6,1000,20,3,30000,0,0,0,0,0,0,-1
6,1000,20,3,30000,0,0,0,0,0,0,-1
6,1000,20,3,30000,0,0,0,0,0,0,-1
6,1000,20,3,30000,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,3
5,1000,20,3,30000,0,0,0,0,0,0,4
5,1000,20,3,30000,0,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,0,-1,-1,3470,-1,1370
5,1000,20,3,30000,0,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,0,-1
5,1000,20,3,30000,0,0,0,0,0,0,0,-1,-1,2656,-1,2304
5,1000,20,3,30000,0,0,0,0,0,0,0,0,-1
